175,2020-08-07,2020-08-21,2021-08-22,4000,23640,718
176,2020-08-07,2020-08-21,2020-09-25,3000,2835,721
177,2020-08-09,2020-08-23,2021-08-24,2500,14775,314
178,2020-08-09,2020-08-23,2020-11-16,3500,5932.5,347
179,2020-08-11,2020-08-25,2020-10-26,1500,2025,36
180,2020-08-11,2020-08-25,2020-10-31,4500,6412.5,272
181,2020-08-12,2020-08-26,2020-09-19,4000,3120,446
182,2020-08-12,2020-08-26,2021-10-18,500,3345,553
183,2020-08-12,2020-08-26,2021-11-06,500,3487.5,761
184,2020-08-13,2020-08-27,2020-11-27,2500,4500,291
185,2020-08-13,2020-08-27,2021-10-23,1500,10125,377
186,2020-08-13,2020-08-27,2021-11-15,2500,17737.5,762
187,2020-08-14,2020-08-28,2020-09-10,500,307.5,598
188,2020-08-14,2020-08-28,2021-08-27,2000,11760,821
189,2020-08-15,2020-08-29,2021-09-09,5000,30300,139
190,2020-08-15,2020-08-29,2020-11-02,1000,1395,656
191,2020-08-16,2020-08-30,2020-09-29,3500,3045,142
192,2020-08-16,2020-08-30,2020-08-30,4000,1680,802
193,2020-08-16,2020-08-30,2020-10-09,2000,2040,806
194,2020-08-16,2020-08-30,2020-08-25,4000,1680,831
195,2020-08-17,2020-08-31,2020-11-21,3500,5775,2
196,2020-08-17,2020-08-31,2021-10-04,1500,9607.5,433
197,2020-08-18,2020-09-01,2021-08-20,500,2857.5,695
198,2020-08-19,2020-09-02,2020-11-15,4000,6120,439
199,2020-08-19,2020-09-02,2021-08-22,1000,5730,570
200,2020-08-20,2020-09-03,2021-10-20,4500,29700,510
201,2020-08-20,2020-09-03,2020-08-25,5000,2100,541
202,2020-08-20,2020-09-03,2021-09-30,4500,28350,573
203,2020-08-20,2020-09-03,2021-11-14,1500,10462.5,660
204,2020-08-20,2020-09-03,2021-10-18,500,3285,825
205,2020-08-21,2020-09-04,2020-08-22,4500,1890,146
206,2020-08-21,2020-09-04,2021-08-24,3500,20055,570
207,2020-08-21,2020-09-04,2021-10-16,3500,22837.5,591
208,2020-08-21,2020-09-04,,2000,21720,776
209,2020-08-22,2020-09-05,2021-10-19,1500,9832.5,697
210,2020-08-23,2020-09-06,2020-09-13,1500,787.5,582
211,2020-08-23,2020-09-06,2021-09-03,3000,17550,654
212,2020-08-24,2020-09-07,2020-10-07,2500,2175,318
213,2020-08-25,2020-09-08,2021-11-16,2500,17325,195
214,2020-08-26,2020-09-09,2020-09-20,500,292.5,339
215,2020-08-26,2020-09-09,2020-10-03,4000,3120,473
216,2020-08-26,2020-09-09,2021-11-04,3500,23572.5,590
217,2020-08-26,2020-09-09,2020-08-26,4500,1890,742
218,2020-08-26,2020-09-09,2021-09-22,4000,24360,842
219,2020-08-27,2020-09-10,,1500,16155,617
220,2020-08-27,2020-09-10,2020-10-13,1000,915,716
221,2020-08-28,2020-09-11,2020-08-30,2500,1050,674
222,2020-08-28,2020-09-11,2021-09-11,1500,8842.5,867
223,2020-08-28,2020-09-11,2021-11-15,4000,27480,874
224,2020-08-29,2020-09-12,2021-11-13,2500,17062.5,847
225,2020-08-31,2020-09-14,2020-10-10,3500,2835,39
226,2020-08-31,2020-09-14,2020-09-24,3000,1710,736
227,2020-08-31,2020-09-14,2020-10-02,5000,3450,879
228,2020-09-01,2020-09-15,,2000,21390,875
229,2020-09-02,2020-09-16,2021-11-04,1500,9945,446
230,2020-09-02,2020-09-16,2021-11-04,4500,29835,585
231,2020-09-02,2020-09-16,2020-10-19,3500,3202.5,631
232,2020-09-02,2020-09-16,2020-11-10,5000,6225,881
233,2020-09-03,2020-09-17,2020-11-01,3500,3832.5,407
234,2020-09-03,2020-09-17,2021-09-13,2500,14587.5,845
235,2020-09-04,2020-09-18,2020-09-09,3000,1260,890
236,2020-09-05,2020-09-19,2021-10-06,1500,9225,677
237,2020-09-05,2020-09-19,2020-11-23,2500,3487.5,741
238,2020-09-06,2020-09-20,2021-11-05,3000,19755,574
239,2020-09-06,2020-09-20,2021-10-01,3500,21210,619
240,2020-09-06,2020-09-20,2020-10-27,4000,3900,658
241,2020-09-06,2020-09-20,2021-10-14,500,3127.5,719
242,2020-09-08,2020-09-22,2021-11-26,4000,27480,282
243,2020-09-08,2020-09-22,2020-11-25,4500,6210,554
244,2020-09-08,2020-09-22,2020-11-22,3000,4005,679
245,2020-09-08,2020-09-22,2020-11-19,2000,2580,689
246,2020-09-08,2020-09-22,2020-10-10,1000,690,719
247,2020-09-08,2020-09-22,2021-11-24,1500,10260,891
248,2020-09-09,2020-09-23,2021-09-25,500,2962.5,209
249,2020-09-09,2020-09-23,2021-09-18,4000,23280,307
250,2020-09-09,2020-09-23,2020-10-01,3000,1620,584
251,2020-09-09,2020-09-23,2021-10-21,500,3157.5,741
252,2020-09-10,2020-09-24,2021-11-19,4000,26940,696
253,2020-09-11,2020-09-25,,2000,21090,63
254,2020-09-11,2020-09-25,,3500,36907.5,695
255,2020-09-11,2020-09-25,2020-10-16,4500,3307.5,797
256,2020-09-12,2020-09-26,2020-11-27,4500,6075,193
257,2020-09-12,2020-09-26,2020-09-29,3000,1395,361
258,2020-09-12,2020-09-26,2020-10-03,1500,787.5,464
259,2020-09-12,2020-09-26,2020-11-01,500,480,711
260,2020-09-12,2020-09-26,2020-10-15,4500,3172.5,730
261,2020-09-12,2020-09-26,2020-11-14,2500,2887.5,777
262,2020-09-13,2020-09-27,2020-10-15,4500,3105,723
263,2020-09-13,2020-09-27,2020-09-28,1000,435,878
264,2020-09-13,2020-09-27,2020-09-23,1500,630,927
265,2020-09-14,2020-09-28,2021-10-11,5000,30450,401
266,2020-09-15,2020-09-29,2020-10-18,1500,1057.5,175
267,2020-09-15,2020-09-29,2021-11-25,4500,30375,177
268,2020-09-15,2020-09-29,2021-11-02,5000,32025,617
269,2020-09-16,2020-09-30,2020-09-17,2500,1050,113
270,2020-09-16,2020-09-30,2020-09-20,2500,1050,123
271,2020-09-16,2020-09-30,2020-11-19,4000,4680,915
272,2020-09-16,2020-09-30,,5000,52350,920
273,2020-09-16,2020-09-30,2021-11-27,4500,30442.5,929
274,2020-09-17,2020-10-01,2021-11-14,4000,26220,847
275,2020-09-17,2020-10-01,2021-10-17,4000,24540,933
276,2020-09-18,2020-10-02,,3500,36540,875
277,2020-09-19,2020-10-03,2020-10-31,3500,2940,229
278,2020-09-21,2020-10-05,2020-11-05,4500,3982.5,853
279,2020-09-21,2020-10-05,2020-11-19,3500,3832.5,857
280,2020-09-22,2020-10-06,2020-11-03,3500,2940,191
281,2020-09-22,2020-10-06,,4500,46710,443
282,2020-09-22,2020-10-06,2020-10-14,500,270,693
283,2020-09-22,2020-10-06,2021-09-27,1000,5760,836
284,2020-09-22,2020-10-06,2020-11-17,4500,4725,875
285,2020-09-22,2020-10-06,2021-09-26,1500,8617.5,947
286,2020-09-23,2020-10-07,,5000,51825,638
287,2020-09-24,2020-10-08,2021-10-21,3500,21315,973
288,2020-09-25,2020-10-09,2021-09-27,3500,20002.5,386
289,2020-09-25,2020-10-09,2021-11-02,3500,21892.5,870
290,2020-09-25,2020-10-09,2020-09-27,3500,1470,958
291,2020-09-25,2020-10-09,2020-10-03,4000,1680,975
292,2020-09-26,2020-10-10,,3500,36120,171
293,2020-09-26,2020-10-10,2020-10-09,1000,420,255
294,2020-09-26,2020-10-10,2020-09-26,5000,2100,903
295,2020-09-26,2020-10-10,2021-11-15,3500,22522.5,973
296,2020-09-27,2020-10-11,2021-11-21,2500,16275,485
297,2020-09-27,2020-10-11,2020-11-02,5000,3750,932
298,2020-09-27,2020-10-11,2020-09-28,4000,1680,973
299,2020-09-28,2020-10-12,2020-09-28,4000,1680,981
300,2020-09-28,2020-10-12,2021-10-29,4500,27675,981
301,2020-09-29,2020-10-13,2021-11-03,3500,21735,977
302,2020-09-30,2020-10-14,2021-11-24,500,3255,422
303,2020-10-01,2020-10-15,2021-10-27,2500,15187.5,174
304,2020-10-01,2020-10-15,2021-10-26,500,3030,244
305,2020-10-01,2020-10-15,2021-11-12,3000,18945,255
306,2020-10-01,2020-10-15,,1000,10245,692
307,2020-10-01,2020-10-15,2021-10-13,1500,8797.5,831
308,2020-10-01,2020-10-15,2020-10-28,500,307.5,865
309,2020-10-02,2020-10-16,2020-11-28,4000,4260,191
310,2020-10-02,2020-10-16,2020-10-18,3500,1575,339
311,2020-10-02,2020-10-16,2021-10-20,2500,14887.5,483
312,2020-10-02,2020-10-16,2020-11-23,1000,990,612
313,2020-10-02,2020-10-16,2020-11-16,4000,3540,683
314,2020-10-02,2020-10-16,2020-11-09,4000,3120,939
315,2020-10-03,2020-10-17,2021-10-04,2000,11400,809
316,2020-10-03,2020-10-17,2021-10-06,3500,20055,992
317,2020-10-04,2020-10-18,2020-10-08,1000,420,296
318,2020-10-04,2020-10-18,2021-11-16,4500,28485,797
319,2020-10-04,2020-10-18,2021-10-16,500,2932.5,968
320,2020-10-05,2020-10-19,2020-11-30,1500,1575,485
321,2020-10-05,2020-10-19,2020-11-25,4000,3900,752
322,2020-10-05,2020-10-19,2020-11-17,500,427.5,946
323,2020-10-06,2020-10-20,2020-11-13,2000,1560,342
324,2020-10-07,2020-10-21,2020-10-26,2000,990,750
325,2020-10-07,2020-10-21,2021-10-12,5000,28800,903
326,2020-10-08,2020-10-22,2020-10-14,500,210,598
327,2020-10-09,2020-10-23,2021-10-26,1500,8910,91
328,2020-10-09,2020-10-23,2021-10-23,4000,23580,438
329,2020-10-09,2020-10-23,2021-11-13,3000,18630,540
330,2020-10-09,2020-10-23,,3000,30375,623
331,2020-10-09,2020-10-23,2021-11-03,4000,24240,910
332,2020-10-10,2020-10-24,2021-11-30,1000,6450,852
333,2020-10-10,2020-10-24,2020-11-05,2000,1200,855
334,2020-10-10,2020-10-24,2021-11-18,5000,31350,919
335,2020-10-10,2020-10-24,2021-11-05,500,3037.5,952
336,2020-10-11,2020-10-25,2020-11-08,2000,1260,185
337,2020-10-11,2020-10-25,2021-11-19,4000,25080,918
338,2020-10-11,2020-10-25,2020-10-14,5000,2100,984
339,2020-10-11,2020-10-25,2020-10-17,1500,630,984
340,2020-10-13,2020-10-27,2021-10-25,2500,14662.5,371
341,2020-10-14,2020-10-28,2021-10-25,3000,17550,397
342,2020-10-14,2020-10-28,2020-10-27,4000,1680,1033
343,2020-10-15,2020-10-29,2021-10-23,1500,8707.5,609
344,2020-10-15,2020-10-29,2020-10-27,2000,840,700
345,2020-10-15,2020-10-29,2021-11-01,2000,11880,863
346,2020-10-16,2020-10-30,2021-11-26,1000,6300,449
347,2020-10-16,2020-10-30,2021-11-05,2000,11970,695
348,2020-10-16,2020-10-30,2020-11-06,1000,525,978
349,2020-10-17,2020-10-31,2021-11-06,3500,20947.5,36
350,2020-10-17,2020-10-31,2021-10-21,2000,11490,150
351,2020-10-17,2020-10-31,2020-11-30,3000,2610,635
352,2020-10-17,2020-10-31,2021-10-20,5000,28650,658
353,2020-10-17,2020-10-31,2021-10-26,3500,20370,729
354,2020-10-17,2020-10-31,2020-11-10,1000,570,1032
355,2020-10-18,2020-11-01,2021-10-21,2000,11460,911
356,2020-10-18,2020-11-01,2020-10-18,3500,1470,1025
357,2020-10-18,2020-11-01,2021-10-19,2500,14250,1039
358,2020-10-19,2020-11-02,2021-11-17,1000,6120,125
359,2020-10-19,2020-11-02,2020-10-23,500,210,242
360,2020-10-19,2020-11-02,,500,4987.5,464
361,2020-10-19,2020-11-02,2020-10-26,5000,2100,571
362,2020-10-20,2020-11-03,2020-11-02,3000,1260,139
363,2020-10-20,2020-11-03,2020-10-22,1500,630,523
364,2020-10-20,2020-11-03,2020-11-12,2000,1110,589
365,2020-10-20,2020-11-03,2020-11-12,2000,1110,730
366,2020-10-20,2020-11-03,2020-10-24,4500,1890,999
367,2020-10-20,2020-11-03,2021-10-24,2000,11490,1049
368,2020-10-21,2020-11-04,2021-11-25,2500,15525,271
369,2020-10-21,2020-11-04,2020-11-22,1500,1035,392
370,2020-10-21,2020-11-04,2021-10-26,2000,11520,904
371,2020-10-21,2020-11-04,2021-11-26,1000,6225,1044
372,2020-10-22,2020-11-05,2020-10-22,3500,1470,213
373,2020-10-22,2020-11-05,2020-10-29,4500,1890,908
374,2020-10-23,2020-11-06,2020-10-26,1500,630,687
375,2020-10-23,2020-11-06,2020-11-09,3000,1395,1029
376,2020-10-23,2020-11-06,2020-11-02,5000,2100,1037
377,2020-10-23,2020-11-06,2020-11-26,2500,1800,1043
378,2020-10-23,2020-11-06,2021-11-12,3500,20947.5,1072
379,2020-10-23,2020-11-06,,1000,9915,1075
380,2020-10-24,2020-11-07,2020-11-01,4000,1680,913
381,2020-10-24,2020-11-07,,5000,49500,974
382,2020-10-24,2020-11-07,2021-11-15,3000,18045,1057
383,2020-10-24,2020-11-07,2021-10-24,4500,25582.5,1080
384,2020-10-25,2020-11-08,,5000,49425,704
385,2020-10-25,2020-11-08,2021-10-27,4000,22860,824
386,2020-10-25,2020-11-08,2020-10-25,3500,1470,1005
387,2020-10-25,2020-11-08,2020-10-25,500,210,1064
388,2020-10-26,2020-11-09,,1500,14805,785
389,2020-10-26,2020-11-09,2020-10-26,4000,1680,1019
390,2020-10-26,2020-11-09,2020-10-29,2000,840,1021
391,2020-10-26,2020-11-09,2020-10-28,3500,1470,1063
392,2020-10-27,2020-11-10,2021-11-30,3500,21682.5,272
393,2020-10-27,2020-11-10,2021-11-29,5000,30900,594
394,2020-10-27,2020-11-10,2021-11-28,2500,15412.5,1036
395,2020-10-27,2020-11-10,2020-11-11,5000,2175,1081
396,2020-10-28,2020-11-11,2021-10-30,2500,14287.5,15
397,2020-10-28,2020-11-11,2021-10-28,2000,11370,96
398,2020-10-28,2020-11-11,2021-11-07,4500,26257.5,455
399,2020-10-28,2020-11-11,2020-10-30,1500,630,623
400,2020-10-28,2020-11-11,2021-11-09,500,2932.5,721
401,2020-10-28,2020-11-11,2020-11-25,2000,1260,1085
402,2020-10-29,2020-11-12,,2000,19650,516
403,2020-10-29,2020-11-12,2021-10-30,2000,11400,717
404,2020-10-30,2020-11-13,2020-10-30,5000,2100,685
405,2020-10-30,2020-11-13,2021-10-30,5000,28425,836
406,2020-10-30,2020-11-13,2021-10-30,1500,8527.5,1069
407,2020-10-30,2020-11-13,2020-11-01,4000,1680,1098
408,2020-10-30,2020-11-13,2020-10-30,3500,1470,1098
409,2020-10-31,2020-11-14,2020-11-02,3000,1260,153
410,2020-10-31,2020-11-14,2020-10-31,3500,1470,919
411,2020-10-31,2020-11-14,,5000,48975,1101
412,2020-11-01,2020-11-15,2020-11-02,3000,1260,997
413,2020-11-01,2020-11-15,2021-11-16,4500,26595,1036
414,2020-11-01,2020-11-15,2021-11-11,5000,29175,1049
415,2020-11-02,2020-11-16,2021-11-09,1500,8685,111
416,2020-11-02,2020-11-16,2020-11-18,3500,1575,167
417,2020-11-02,2020-11-16,2020-11-18,4000,1800,718
418,2020-11-02,2020-11-16,2021-11-29,2500,15225,1069
419,2020-11-02,2020-11-16,2020-11-20,500,240,1104
420,2020-11-03,2020-11-17,2020-11-07,1000,420,708
421,2020-11-03,2020-11-17,2020-11-14,500,210,918
422,2020-11-03,2020-11-17,2021-11-27,1000,6045,922
423,2020-11-03,2020-11-17,2020-11-15,5000,2100,1095
424,2020-11-04,2020-11-18,2021-11-25,2000,12000,445
425,2020-11-04,2020-11-18,,4500,43807.5,587
426,2020-11-04,2020-11-18,2021-11-16,2000,11730,680
427,2020-11-04,2020-11-18,,3500,34072.5,701
428,2020-11-04,2020-11-18,2020-11-22,1000,480,1112
429,2020-11-04,2020-11-18,2021-11-11,5000,28950,1116
430,2020-11-05,2020-11-19,2021-11-10,5000,28800,361
431,2020-11-05,2020-11-19,2021-11-28,1000,6030,536
432,2020-11-05,2020-11-19,2020-11-24,2500,1237.5,599
433,2020-11-05,2020-11-19,2020-11-24,3000,1485,931
434,2020-11-05,2020-11-19,2020-11-28,500,277.5,976
435,2020-11-05,2020-11-19,2020-11-17,3500,1470,1121
436,2020-11-06,2020-11-20,2021-11-08,3500,20002.5,498
437,2020-11-06,2020-11-20,2020-11-08,3000,1260,811
438,2020-11-06,2020-11-20,2020-11-29,4500,2497.5,1055
439,2020-11-06,2020-11-20,2020-11-16,3000,1260,1118
440,2020-11-07,2020-11-21,,1000,9690,242
441,2020-11-07,2020-11-21,2021-11-24,3500,20790,919
442,2020-11-07,2020-11-21,2020-11-26,3000,1485,1068
443,2020-11-08,2020-11-22,2020-11-27,500,247.5,191
444,2020-11-08,2020-11-22,2021-11-22,4000,23580,351
445,2020-11-08,2020-11-22,,3000,29025,1054
446,2020-11-09,2020-11-23,2020-11-12,5000,2100,121
447,2020-11-09,2020-11-23,2021-11-15,1500,8662.5,568
448,2020-11-09,2020-11-23,2020-11-28,500,247.5,866
449,2020-11-09,2020-11-23,2021-11-22,2000,11760,1005
450,2020-11-10,2020-11-24,,4000,38580,271
451,2020-11-10,2020-11-24,2020-11-13,3000,1260,454
452,2020-11-10,2020-11-24,2020-11-14,1500,630,594
453,2020-11-10,2020-11-24,2021-11-10,4000,22740,647
454,2020-11-10,2020-11-24,2020-11-14,4000,1680,881
